avg_ti,avg_si,max_si,max_ti,min_si,min_ti,std_si,std_ti,blur_avg,blur_min,blur_max,blur_std,bitrate,width,height,MSCN_mean,MSCN_std,train__mos
10.075,26.445,31.042,47.311,8.63,2.845,5.286,8.999,3.137705244,1.171845457,4.869556525,0.903178589,1265301,720,1280,1.298716,0.397132667,4.303
9.808,25.178,29.855,47.319,8.928,2.568,4.75,9.073,2.753153514,1.209591734,3.950986529,0.678775024,668689,720,1280,1.298024,0.399328,3.6061
9.386,23.669,28.46,47.155,9.727,1.843,4.104,9.184,2.404630591,1.279088761,3.321028863,0.474919973,388776,720,1280,1.298924,0.396483333,2.6061
8.782,22.299,26.581,46.353,10.661,1.637,3.388,9.22,2.156885568,1.34499875,2.73513033,0.289326062,234622,720,1280,1.298229333,0.39874,1.8182
7.984,20.278,24.599,44.483,11.225,1.218,2.528,9.089,1.853319751,1.41312549,2.149130169,0.148383619,139391,720,1280,1.29913,0.395860667,1.2121
8.073,69.342,73.559,20.6,50.717,4.177,5.432,4.634,16.74426571,6.520874836,20.18428537,3.481960156,59917055,720,1280,1.297071333,0.401983333,4.5938
7.957,69.009,73.452,20.53,50.547,4.089,5.397,4.648,15.61368816,6.020469263,19.23612808,3.23742008,5180913,720,1280,1.298608,0.397234667,4.4062
7.859,68.747,73.202,20.431,50.407,3.998,5.362,4.653,14.73899412,5.674528182,18.39916508,3.05073592,2219092,720,1280,1.297924,0.399362,4.375
7.754,68.252,72.592,20.28,49.671,3.961,5.298,4.644,13.67998557,5.241863305,17.86804331,2.775565462,1062152,720,1280,1.298825333,0.396554667,4.2188
7.538,66.836,71.09,19.917,48.546,3.788,5.024,4.639,12.03559093,4.854618866,16.88107668,2.309405844,561328,720,1280,1.298138667,0.398752667,3.6875
7.06,63.65,68.877,19.615,46.648,3.216,4.383,4.646,9.882099556,4.469477573,14.4648069,1.713799154,305691,720,1280,1.299037333,0.395912,2.7812
6.108,57.894,63.792,19.208,43.152,1.974,3.828,4.595,7.311527176,3.748121773,10.81351248,1.222932919,164085,720,1280,1.298347333,0.398164,1.6875
4.729,46.119,50.394,16.7,35.031,1.411,3.191,4.027,4.201678262,2.666101572,5.450710668,0.637939113,92622,720,1280,1.299242667,0.395288667,1.0938
18.735,69.646,73.136,31.469,65.293,0.424,1.452,4.405,6.955186559,6.359205629,7.979067283,0.271624417,29663339,720,1280,1.297175333,0.401446,4.3784
18.723,69.581,73.069,31.462,65.325,0.413,1.426,4.406,6.97759509,6.397168303,8.013108297,0.269919063,2144239,720,1280,1.298715333,0.396690667,4.4054
18.703,69.416,72.934,31.422,65.279,0.371,1.394,4.409,6.853894649,6.348601228,7.894212253,0.263025419,1443219,720,1280,1.298026,0.398832,4.3243
18.666,68.774,72.397,31.366,64.881,0.4,1.317,4.405,6.558634741,6.140724991,7.580505416,0.270303729,908262,720,1280,1.298930667,0.396014667,4.1351
18.554,67.305,70.974,31.24,63.89,0.597,1.192,4.405,6.162341859,5.680869621,7.349121366,0.30887513,527624,720,1280,1.298242667,0.398216,3.6757
18.31,65.216,68.596,31.089,62.686,0.798,1.11,4.406,5.809729537,5.360857518,7.055608618,0.321855128,320888,720,1280,1.299140667,0.395361333,2.6486
17.626,63.305,66.068,30.752,59.518,0.935,1.282,4.369,5.68131589,5.057566349,6.903872459,0.307019976,203535,720,1280,1.298453333,0.397627333,1.7838
16.229,57.73,60.559,29.247,54.14,1.889,1.231,4.238,4.98107871,4.276879607,6.232090853,0.364982392,135760,720,1280,1.299345333,0.394745333,1.1351
16.38,105.036,107.087,38.951,102.843,0.222,0.973,13.663,49.74887487,45.44207644,57.07098339,2.372191269,44796644,720,1280,1.297270667,0.400944,4.2857
16.27,104.668,106.79,38.922,102.5,0.193,0.972,13.658,48.30587348,43.0902615,53.93888758,2.388756,8404942,720,1280,1.298808,0.396180667,4.2
16.182,104.337,106.738,38.872,102.061,0.229,1.006,13.611,47.13886593,42.1662343,53.20025742,2.603807042,4188720,720,1280,1.298122,0.398324667,4.3143
16.092,103.937,106.405,38.802,101.855,0.388,1.031,13.542,45.6151628,41.10724743,51.22791144,2.492718023,2052558,720,1280,1.299024667,0.395503333,4.1714
15.871,102.845,105.267,38.773,100.818,0.459,0.968,13.395,42.40264542,38.47749601,47.51591524,2.200360391,976094,720,1280,1.298338667,0.397707333,4.1143
15.274,99.07,102.953,38.459,96.307,0.455,1.055,12.969,36.11725428,32.15700366,45.31424632,1.983827791,467462,720,1280,1.299237333,0.394850667,3.7429
14.137,91.63,97.736,37.287,87.64,0.422,1.799,12.063,26.94959818,23.07657131,38.04060501,2.183929945,256823,720,1280,1.298545333,0.397120667,2.7143
11.124,70.641,77.035,31.502,64.125,0.981,2.815,9.324,13.72036931,10.91277541,19.02262472,1.448206851,155660,720,1280,1.299442667,0.394235333,1.5429
10.019,41.538,53.355,17.54,17.768,4.094,14.642,2.999,4.135900433,1.499700395,5.959843622,1.789515152,46858678,720,1280,1.297358,0.400465333,4.125
9.975,41.415,53.267,17.514,17.572,4.027,14.68,3.009,4.144104726,1.530700559,5.892958345,1.78221615,5732865,720,1280,1.298894667,0.395701333,4.1562
9.913,41.296,53.119,17.473,17.422,3.891,14.696,3.025,4.049909657,1.461123795,5.654150177,1.764035554,2527064,720,1280,1.298211333,0.397844667,4.0938
9.809,41.066,52.892,17.422,17.247,3.745,14.696,3.051,3.912021999,1.354977456,5.34004327,1.746606165,988056,720,1280,1.299113333,0.395029333,3.9688
9.675,40.594,52.4,17.367,17.168,3.576,14.609,3.072,3.819373008,1.221956584,5.260421189,1.713687915,490562,720,1280,1.298422,0.397228667,3.5625
9.39,39.907,51.864,17.091,16.37,3.347,14.686,3.091,3.884814666,1.201034467,5.505378827,1.776335366,276809,720,1280,1.299322667,0.39437,2.7188
8.793,38.31,49.942,16.518,14.863,2.779,14.44,3.075,3.786250179,1.140993023,5.27910258,1.720081649,163780,720,1280,1.298630667,0.396639333,1.7188
7.609,35.836,47.442,15.894,12.008,2.405,14.222,2.92,3.622896265,1.093498948,5.021967459,1.623878007,99756,720,1280,1.299528667,0.393748,1.0625
17.385,33.508,37.781,42.869,30.139,0.293,1.643,7.665,2.676493024,2.373731453,4.426790795,0.248242424,58677573,720,1280,1.297437333,0.400027333,4.2821
17.352,33.417,37.701,42.846,29.893,0.236,1.647,7.669,2.613735376,2.336296983,4.244731327,0.233586468,8108250,720,1280,1.298970667,0.395250667,4.4359
17.305,33.191,37.47,42.832,29.629,0.363,1.637,7.682,2.470940797,2.221739483,3.434780448,0.16683045,4716079,720,1280,1.298290667,0.397401333,4.359
17.242,32.853,37.236,42.801,29.334,0.584,1.628,7.706,2.338499023,2.085137563,2.859158613,0.134418421,2152772,720,1280,1.299188,0.394571333,4.1795
17.13,32.331,36.41,42.684,29.096,1.067,1.521,7.738,2.262260034,2.022554431,2.626786373,0.11797232,998372,720,1280,1.298506667,0.396778667,3.6667
16.948,31.692,35.907,42.56,28.656,1.637,1.408,7.76,2.227677916,2.023769155,2.654862744,0.111297581,558750,720,1280,1.299402667,0.393928667,2.5385
16.474,30.774,35.195,42.389,27.123,3.077,1.397,7.779,2.256230796,1.888678098,2.753456829,0.138293999,369615,720,1280,1.298712667,0.396189333,1.5897
15.349,29.236,34.329,40.643,25.118,3.853,1.752,7.654,2.309869885,1.77065224,2.801583727,0.185571958,245145,720,1280,1.299609333,0.393292,1.0769
13.494,90.579,97.037,35.102,77.979,0.309,5.296,6.819,16.34429095,9.907365025,22.04327074,3.891665926,67006107,720,1280,1.297502667,0.399617333,4.4688
13.449,90.48,96.718,35.127,78.146,0.228,5.244,6.846,15.76035133,9.530135027,21.70338832,3.702864149,6402376,720,1280,1.299042,0.394838667,4.4062
13.406,90.365,96.649,35.227,78.389,0.352,5.236,6.866,14.98809903,9.16208036,20.58380346,3.514874947,2816749,720,1280,1.298362667,0.39698,4.375
13.339,89.836,95.901,35.369,78.9,0.656,5.076,6.897,13.70283133,8.730847536,18.09645269,2.948183666,1281842,720,1280,1.299259333,0.394152,4.0625
13.174,87.962,93.185,35.642,79.367,1.4,4.389,6.921,11.86219324,8.360386703,14.64793064,1.928214603,667526,720,1280,1.298578667,0.396362667,3.2188
12.824,84.393,89.211,35.575,76.459,2.954,3.58,6.805,10.17900628,7.765771887,12.0230831,1.218317278,390804,720,1280,1.299467333,0.393498667,2.4062
12.014,79.156,83.626,34.176,72.504,2.823,3.159,6.536,8.58951316,6.937940851,10.18951769,0.788357107,244620,720,1280,1.298784667,0.395770667,1.375
10.333,70.515,75.91,29.921,62.219,2.305,3.689,5.842,6.705021256,5.077630713,8.310832362,0.670815884,153128,720,1280,1.299672667,0.392874,1.0625
20.508,42.944,52.147,32.618,34.476,12.874,4.154,3.494,5.56630181,3.242182491,9.157363308,1.211424667,68802786,720,1280,1.296711333,0.404276,4.4412
20.456,42.837,51.924,32.571,34.392,12.816,4.138,3.493,5.447130548,3.20635729,8.836559399,1.185322385,7880107,720,1280,1.298246667,0.399557333,4.6471
20.379,42.493,51.488,32.544,34.089,12.726,4.093,3.506,5.099955295,3.015255673,8.286472988,1.090886271,4003118,720,1280,1.29757,0.401677333,4.3529
20.241,41.698,50.093,32.489,33.257,12.529,3.93,3.539,4.58585499,2.845978824,7.365326252,0.900628363,1991734,720,1280,1.298464667,0.398879333,4.3824
19.976,40.201,47.771,32.439,32.041,12.182,3.568,3.6,4.088917406,2.717048113,6.228829419,0.701776966,1075081,720,1280,1.297785333,0.401064,3.6765
19.478,38.074,44.23,32.414,30.832,11.515,3.037,3.689,3.739453792,2.695717864,5.477717274,0.552074234,648525,720,1280,1.298676667,0.398238,2.4412
18.436,34.676,39.334,31.534,28.722,10.147,2.285,3.762,3.307671816,2.542731898,4.223314395,0.333316169,424421,720,1280,1.297989333,0.400482,1.6176
16.373,30.526,35.7,29.821,25.334,8.938,2.117,3.707,2.993539152,2.300410461,3.530266835,0.231416013,284037,720,1280,1.298884,0.397624,1.2059
5.419,28.916,29.934,8.387,27.183,3.499,0.519,0.928,2.807896035,2.529357461,3.131767658,0.123295491,45217392,720,1280,1.296852667,0.403604667,4.5143
5.36,28.84,29.789,8.329,27.081,3.43,0.521,0.935,2.650648003,2.408784634,2.870191435,0.09779895,3681713,720,1280,1.298386667,0.398871333,4.4286
5.3,28.707,29.586,8.281,26.9,3.336,0.532,0.94,2.449538023,2.26147205,2.607767358,0.071834994,1418191,720,1280,1.297704667,0.401001333,4.4857
5.224,28.179,29.065,8.227,26.299,3.232,0.536,0.95,2.252747112,2.091486371,2.368388352,0.059176406,680159,720,1280,1.298605333,0.398204,4.1143
5.096,27.285,28.079,8.123,25.63,3.051,0.45,0.969,2.1008609,1.958940924,2.214253846,0.052457033,388042,720,1280,1.297919333,0.400386667,3.3714
4.826,26.011,26.865,7.787,24.53,2.9,0.509,0.96,1.94673755,1.82294095,2.069388021,0.057388824,229273,720,1280,1.298817333,0.397554667,2.2
4.305,24.207,25.463,7.194,22.755,2.626,0.63,0.956,1.788916247,1.606006448,1.998029606,0.070290069,131868,720,1280,1.298122667,0.399802667,1.4286
3.543,22.068,24.125,6.002,20.628,1.938,0.794,0.842,1.665465914,1.476012591,1.833774194,0.063469562,77557,720,1280,1.299023333,0.396934667,1.1143
14.504,53.191,58.108,20.044,49.55,0.445,1.462,2.457,6.87609849,5.847850597,9.606833536,0.588183139,56154650,720,1280,1.29698,0.402956667,4.5556
14.48,53.128,58.117,20.012,49.575,0.429,1.445,2.456,6.938731325,5.947965896,9.705662679,0.587603233,3980649,720,1280,1.298522,0.398226667,4.5833
14.428,52.974,58.005,19.946,49.432,0.438,1.442,2.452,6.799938283,5.808519697,9.606153926,0.587284902,2890947,720,1280,1.297830667,0.40035,4.6111
14.282,52.313,57.353,19.749,48.893,0.61,1.442,2.446,6.466264801,5.573691753,9.189985488,0.570428046,1903960,720,1280,1.298734,0.397550667,4.4167
13.969,50.551,55.78,19.344,47.4,1.47,1.458,2.411,5.858165581,5.029460716,8.295980848,0.513435164,1100518,720,1280,1.298051333,0.399738667,3.7778
13.266,47.438,53.63,18.333,44.602,2.522,1.532,2.381,5.194917434,4.479710714,7.45531563,0.451444261,601577,720,1280,1.298945333,0.396906,2.5278
11.805,42.422,48.924,16.622,39.126,3.647,1.797,2.313,4.35170847,3.782169684,5.795281472,0.3850961,334487,720,1280,1.298258667,0.399154667,1.3611
9.488,35.155,39.059,13.161,30.436,4.051,1.888,2.131,3.407631786,2.875252687,4.01224132,0.253172415,187526,720,1280,1.299151333,0.396282,1
5.657,40.783,42.376,21.551,39.664,0.403,0.574,3.156,3.077743684,2.871764728,3.238934425,0.074664855,36157215,720,1280,1.297099333,0.402350667,4.5278
5.652,40.766,42.393,21.547,39.656,0.41,0.58,3.157,3.083997787,2.915168933,3.263859068,0.078583755,1983923,720,1280,1.298638667,0.39761,4.5278
5.629,40.694,42.299,21.518,39.597,0.399,0.582,3.162,3.032459686,2.85445846,3.228844148,0.079182775,1306250,720,1280,1.297961333,0.399739333,4.4167
5.571,40.369,41.96,21.551,39.356,0.49,0.593,3.168,2.889585757,2.694924636,3.119554387,0.085333905,663018,720,1280,1.298852667,0.396933333,4.2778
5.497,39.569,41.439,21.509,38.492,0.616,0.643,3.16,2.725530727,2.535926364,2.985428976,0.090602354,347538,720,1280,1.298178,0.399126667,3.5833
5.363,38.082,40.699,21.406,36.406,0.896,0.877,3.141,2.539900835,2.302800298,2.979928923,0.13138065,208356,720,1280,1.299064667,0.396282,2.6667
5.073,35.889,38.782,20.891,34.201,1.28,1.034,3.047,2.349242093,2.096105386,2.814219819,0.150430546,126588,720,1280,1.298382,0.398541333,1.9167
4.61,32.839,36.59,20.344,30.4,1.22,1.338,2.841,2.179013939,1.785731401,2.747046462,0.175225419,77317,720,1280,1.299269333,0.395658,1.1389
18.64,72.185,88.566,40.958,48.108,3.625,10.135,6.223,12.1733796,5.417533172,19.88181398,3.301789829,54364160,720,1280,1.297214667,0.401771333,4.5429
18.612,72.054,88.262,40.948,47.991,3.641,10.102,6.224,12.07295357,5.455653249,19.5859278,3.247495837,5324662,720,1280,1.298750667,0.397024,4.5714
18.554,71.753,87.683,40.95,47.758,3.637,10.07,6.237,11.66444195,5.284749431,18.95020552,3.120780692,3048477,720,1280,1.298075333,0.399154667,4.4857
18.455,71.011,86.647,40.932,47.09,3.656,10.003,6.255,10.975724,5.114860537,18.00205313,2.906865418,1655058,720,1280,1.298966667,0.396346667,4.3429
18.274,69.551,85.561,40.909,45.416,3.644,9.907,6.285,10.2092364,5.101014784,17.63834301,2.610722256,921382,720,1280,1.298285333,0.398542667,3.6857
17.813,66.62,84.247,40.683,42.685,3.537,9.608,6.342,9.477125445,4.737298414,17.056344,2.313011101,545654,720,1280,1.299178,0.395696,2.6286
16.744,61.551,80.701,39.861,38.064,3.522,9.536,6.357,8.667237344,4.320406622,15.52858221,1.973738061,341308,720,1280,1.298491333,0.397952667,1.7714
14.49,52.292,69.06,38.594,30.2,2.857,8.645,6.239,7.152233817,3.154186588,11.41843334,1.563008539,217966,720,1280,1.299385333,0.395072,1.1143
10.218,27.842,32.141,14.769,22.64,0.211,2.026,2.097,1.967740045,1.440815847,2.766806183,0.289841196,23350646,720,1280,1.297316667,0.401228667,4.2286
10.213,27.828,32.13,14.76,22.623,0.222,2.019,2.096,1.99662865,1.465341364,2.82214703,0.293547308,2215266,720,1280,1.298854,0.396464667,4.2857
10.184,27.685,31.955,14.733,22.464,0.247,2.014,2.096,1.954335575,1.42154264,2.765959027,0.289967937,1572585,720,1280,1.298180667,0.398609333,4.2857
10.128,27.317,31.617,14.718,22.192,0.27,1.973,2.104,1.88168049,1.358412633,2.697361006,0.285055452,1028462,720,1280,1.299072,0.395790667,4.1143
9.963,26.334,30.506,14.672,21.738,0.329,1.793,2.125,1.725156527,1.297896449,2.427181417,0.237335444,572027,720,1280,1.298388,0.397992667,3.1714
9.627,24.668,28.868,14.479,20.814,0.552,1.64,2.146,1.544770689,1.259023707,2.121543515,0.183165503,327323,720,1280,1.299284,0.395142667,2.4571
9.005,22.653,26.362,14.201,19.89,0.807,1.3,2.161,1.423562559,1.24920769,1.665582605,0.091918896,192634,720,1280,1.298594667,0.397406,1.3429
7.902,20.643,24.7,13.515,17.509,1.136,1.678,2.064,1.355063888,1.158378572,1.685649271,0.096106004,111165,720,1280,1.299489333,0.394522667,1
18.038,71.797,75.411,25.524,67.42,0.336,2.027,4.04,14.76991261,10.64609696,19.91577665,1.862999915,39188454,720,1280,1.297414667,0.400716,4.3548
18.023,71.741,75.406,25.492,67.471,0.356,2,4.036,14.75958042,10.74634499,20.06185006,1.843724153,3212870,720,1280,1.298950667,0.395949333,4.3548
17.986,71.646,75.215,25.416,67.437,0.36,1.978,4.033,14.56743832,10.68607261,19.90560112,1.813676824,2313035,720,1280,1.298276,0.398088667,4.4194
17.845,71.103,74.947,25.258,67.243,0.558,1.84,4.012,13.60957216,10.33247903,19.66592644,1.584685184,1421939,720,1280,1.299165333,0.395268,4.1935
17.511,69.656,73.792,24.878,66.316,0.69,1.582,3.935,12.00822566,9.586517764,18.35936672,1.253427446,805316,720,1280,1.298485333,0.39747,3.871
16.867,67.052,71.361,24.243,63.834,0.984,1.301,3.76,10.10460629,8.259457883,14.82030589,0.873047283,477514,720,1280,1.299378,0.394623333,2.8387
15.625,62.029,65.389,23.064,58.073,1.562,1.4,3.434,8.135935609,6.682566931,10.17703472,0.562050571,288875,720,1280,1.29869,0.39688,1.7742
12.958,52.533,56.942,20.788,47.004,3.033,2.449,2.967,5.586640072,4.403511269,6.772831669,0.534515767,170375,720,1280,1.299583333,0.393991333,1.0968
3.257,42.063,43.434,11.448,39.423,0.146,0.898,3.026,4.296352353,3.593814897,4.868674577,0.295299745,18715011,720,1280,1.2975,0.40023,4.3529
3.256,42.019,43.366,11.437,39.404,0.193,0.886,3.02,4.323436357,3.619038694,4.883346054,0.292670466,1602403,720,1280,1.29904,0.395454667,4.4412
3.232,41.91,43.244,11.433,39.33,0.177,0.866,3.012,4.22695318,3.562650658,4.830366912,0.278339129,1040832,720,1280,1.29836,0.397604667,4.3824
3.182,41.465,42.704,11.372,39.063,0.171,0.794,2.967,3.934864643,3.39091282,4.657137109,0.237461017,533522,720,1280,1.299255333,0.394776,4.5294
3.106,40.293,41.622,11.407,38.216,0.183,0.635,2.856,3.476137526,3.088227511,4.1469443,0.164181389,249179,720,1280,1.298576667,0.396981333,3.7941
2.97,38.17,40.035,11.239,36.632,0.198,0.619,2.652,2.968429948,2.760848212,3.556872451,0.121525396,141249,720,1280,1.299464667,0.394132667,2.8529
2.728,35.511,37.718,11.309,34.015,0.174,0.906,2.351,2.499660152,2.292373127,2.902616034,0.118317586,85461,720,1280,1.298781333,0.396396,1.9412
2.415,32.397,34.201,10.844,30.819,0.43,0.866,1.964,2.190302397,1.997809753,2.488103435,0.097977642,51919,720,1280,1.299667333,0.393502,1.2353
14.221,55.219,60.489,43.377,30.694,0.254,6.147,7.582,6.153560735,2.483231379,8.168201267,1.232205989,58999275,720,1280,1.297583333,0.399774,4.7179
14.178,55.074,60.347,43.351,30.502,0.181,6.129,7.589,5.885938369,2.281531588,7.832234729,1.184023243,5657862,720,1280,1.299119333,0.394996667,4.5641
14.113,54.761,60.118,43.288,30.11,0.311,6.13,7.602,5.497677182,2.121263739,7.254778692,1.091345392,2624827,720,1280,1.298431333,0.397145333,4.6154
14.019,54.06,59.039,43.272,29.655,0.55,6.023,7.62,5.081363294,2.019349489,6.407557689,0.953165335,1280525,720,1280,1.299337333,0.394324,4.3333
13.807,52.629,56.923,43.188,29.541,1.425,5.634,7.663,4.630199043,2.012906416,5.69474808,0.773601328,688672,720,1280,1.298651333,0.396530667,3.6154
13.426,50.236,54.369,43.276,29.609,2.918,4.811,7.746,4.212270128,2.047081783,5.010099243,0.591646374,409024,720,1280,1.299546667,0.393664,2.6667
12.613,46.536,51.509,42.825,30.087,2.605,3.926,7.857,3.868020064,2.270677601,4.73125568,0.474992183,257663,720,1280,1.298856667,0.395937333,1.8974
11.157,41.418,46.868,42.352,30.936,2.475,2.996,7.681,3.492252313,2.749854177,4.412264966,0.359126078,163745,720,1280,1.299752667,0.393044,1.3846
11.882,47.488,60.265,22.972,36.092,0.313,7.647,6.947,4.618470472,2.351067544,8.403690398,1.778400278,41884576,720,1280,1.297653333,0.39935,4.5676
11.819,47.3,59.967,22.949,35.895,0.222,7.633,6.978,4.537705094,2.382281735,8.248449496,1.711324286,4521019,720,1280,1.299187333,0.394567333,4.5946
11.772,47.053,59.791,22.923,35.8,0.214,7.623,6.949,4.396705058,2.342336992,8.052575608,1.653077371,2316085,720,1280,1.298507333,0.396721333,4.4865
11.697,46.533,59.234,22.88,35.421,0.279,7.546,6.861,4.217642188,2.271572,7.647579664,1.552757896,1227741,720,1280,1.299408667,0.393884667,4.1622
11.57,45.574,57.764,22.807,34.649,0.375,7.336,6.691,4.029436732,2.275427748,7.05470133,1.40387525,697779,720,1280,1.298719333,0.396102667,3.6757
11.316,43.758,54.943,22.442,33.344,0.62,6.738,6.342,3.787967944,2.315407236,6.162044422,1.158139829,419212,720,1280,1.299616667,0.393238,2.6757
10.759,40.847,50.679,21.662,31.868,1.269,5.577,5.611,3.477873329,2.36833166,5.111153899,0.806985409,258380,720,1280,1.298923333,0.39551,1.8649
9.49,36.681,47.26,18.838,28.666,2.183,4.383,4.326,3.079079626,2.213811832,4.465944457,0.580759267,155954,720,1280,1.299822667,0.392607333,1.1081
20.608,102.832,107.934,42.801,81.884,1.264,5.416,7.117,35.6416695,20.59086505,41.92702356,4.183178178,36756433,720,1280,1.29685,0.404144,4.6471
20.591,102.692,107.755,42.808,81.931,1.279,5.382,7.114,35.6001922,20.66126938,41.84061319,4.144874074,2406149,720,1280,1.298384667,0.399424,4.7059
20.556,102.586,107.663,42.8,81.893,1.266,5.369,7.12,35.31272188,20.42211116,41.46774178,4.100718436,1795649,720,1280,1.297700667,0.401544667,4.6765
20.38,101.773,106.764,42.866,81.324,1.191,5.177,7.156,33.61961015,19.81711526,39.32421353,3.752178318,1200370,720,1280,1.298602667,0.398751333,4.4118
19.946,99.53,104.2,42.81,79.9,0.859,4.77,7.21,30.11066916,18.17290254,35.31098455,3.23871598,700996,720,1280,1.297914,0.400934,4.1765
19.215,95.521,99.819,42.592,77.549,1.088,4.257,7.219,25.39562683,16.3243587,31.0459652,2.510228025,436617,720,1280,1.298815333,0.398107333,3
18.013,89.023,93.758,41.913,73.452,2.221,3.714,7.222,19.1142155,12.88261755,23.35359034,1.817786388,285693,720,1280,1.298121333,0.400349333,2.1176
15.513,76.192,83.192,40.131,64.676,4.936,3.262,7.095,11.00205249,8.883219279,13.29316336,1.024939432,187975,720,1280,1.299019333,0.397486,1.2059
18.178,54.459,61.906,30.41,47.402,6.496,3.922,4.296,6.526007529,4.321264511,10.4281159,1.330815838,65960230,720,1280,1.296982667,0.403456,4.4412
18.123,54.362,61.654,30.379,47.33,6.379,3.905,4.311,6.247489222,4.181356946,9.519674886,1.236115367,7536877,720,1280,1.298524667,0.398730667,4.3824
18.026,54.096,61.144,30.344,47.214,6.192,3.882,4.349,5.650231539,3.947035827,8.335094473,1.025023547,3386154,720,1280,1.29784,0.400854,4.5
17.872,53.452,60.108,30.327,46.735,6,3.786,4.415,5.016407707,3.69578837,7.007670929,0.773468512,1549364,720,1280,1.298739333,0.398058,4.3235
17.624,52.043,57.557,30.316,45.724,5.726,3.513,4.523,4.423938426,3.523469333,5.715549926,0.531419533,826539,720,1280,1.298056667,0.400240667,3.7353
17.206,50.033,55.47,30.183,44.046,4.973,3.345,4.618,3.973531116,3.287005356,5.043172765,0.381069969,498865,720,1280,1.298949333,0.397413333,2.6176
16.346,47.352,53.185,29.348,40.248,4.47,3.138,4.664,3.795429371,3.084929,4.560742458,0.324875094,331757,720,1280,1.298262,0.399658,2
14.392,42.734,49.348,27.055,35.763,3.803,3.217,4.541,3.528826739,2.794959751,4.245146376,0.333617672,218132,720,1280,1.299156667,0.396792,1.3824
9.345,43.612,52.741,43.784,22.94,2.118,10.192,6.285,5.403867295,1.862371855,7.400973342,1.939020704,32441379,720,1280,1.297114667,0.402812,4.5294
9.344,43.618,52.746,43.765,22.918,2.134,10.223,6.279,5.445633006,1.876043155,7.468069715,1.954565026,2420651,720,1280,1.298650667,0.398068667,4.3529
9.325,43.551,52.713,43.746,22.707,2.115,10.271,6.276,5.403096788,1.839966066,7.43668101,1.960483234,1652830,720,1280,1.297975333,0.400198,4.2647
9.29,43.354,52.423,43.711,22.205,2.123,10.343,6.277,5.315238233,1.767324227,7.333826722,1.949183464,1000685,720,1280,1.298867333,0.397394,3.9706
9.217,42.705,51.659,43.661,21.587,2.107,10.294,6.283,5.13667982,1.724257679,7.030520564,1.860820004,560346,720,1280,1.298185333,0.399588,3.1765
9.029,41.318,50.033,43.671,20.443,1.98,9.926,6.315,4.696144474,1.683863928,6.29997791,1.577730017,345606,720,1280,1.299079333,0.396749333,2.1765
8.524,39.468,47.929,43.19,18.226,1.875,9.463,6.289,4.206018144,1.58360227,5.442046002,1.269893117,228111,720,1280,1.298392,0.399002,1.6765
7.527,35.174,42.412,42.009,16.996,1.721,7.658,6.101,3.406451453,1.608120414,4.270478254,0.811738377,148589,720,1280,1.299286,0.396129333,1
6.912,26.985,28.655,11.904,23.7,2.858,1.231,1.749,5.500471963,3.79957042,7.120281312,0.784860341,37884561,720,1280,1.297239333,0.40219,4.6053
6.919,26.937,28.608,11.9,23.747,2.866,1.219,1.747,5.549189755,3.880651303,7.161872505,0.773397602,1769850,720,1280,1.298772667,0.397443333,4.5789
6.856,26.889,28.554,11.855,23.645,2.81,1.204,1.743,5.404890675,3.787938193,6.988146529,0.758546715,1189239,720,1280,1.298092,0.39957,4.6579
6.673,26.518,28.181,11.728,23.454,2.576,1.134,1.761,4.910888613,3.634317617,6.276608813,0.635016272,706204,720,1280,1.298991333,0.396761333,4.5
6.122,25.088,26.61,11.403,22.225,1.748,1.045,1.797,3.681212706,2.873647796,4.466376796,0.368044296,327100,720,1280,1.298307333,0.398958,4.3947
5.037,21.624,22.792,10.665,20.37,1.319,0.554,1.799,2.326445454,2.059638377,2.603214943,0.139063449,190323,720,1280,1.299204,0.396120667,3.5
3.786,17.912,19.569,8.855,16.047,0.606,0.799,1.611,1.635711658,1.451655992,1.821328452,0.082665961,108195,720,1280,1.298512667,0.398368667,2.2895
2.852,15.619,17.547,6.36,13.803,0.712,0.919,1.28,1.28798663,1.107351384,1.411258571,0.059389483,53213,720,1280,1.299410667,0.395498,1.3421
31.042,113.673,121.133,60.261,89.126,0.068,6.45,23.372,46.88870975,30.84561107,56.39245331,7.219080752,65419623,720,1280,1.297351333,0.401602667,4.5263
30.902,113.258,120.699,60.144,88.411,0.077,6.421,23.443,44.62911526,28.00987824,54.10276437,6.92883137,9163575,720,1280,1.298886667,0.396846667,4.6316
30.868,112.734,120.271,60.02,87.771,0.152,6.387,23.378,42.71294645,26.99355005,52.61161223,6.697565285,4739685,720,1280,1.298204667,0.398981333,4.4737
30.847,111.761,119.205,59.822,87.489,0.325,6.282,23.239,40.04913069,26.42830144,49.78060163,6.175597756,2465577,720,1280,1.299104,0.396166667,4.2105
30.819,109.938,117.151,59.529,86.245,0.588,6.195,22.966,36.4060239,24.59306618,45.90525037,5.501505686,1326988,720,1280,1.298417333,0.398364,3.8158
30.549,106.271,113.837,58.863,82.813,0.63,6.05,22.432,31.56499191,20.24562449,39.60555359,4.965803583,742702,720,1280,1.299315333,0.395524,2.7895
29.555,97.945,106.66,57.497,74.223,1.041,6.311,21.152,23.59544386,13.88501225,30.54244018,3.859292381,441059,720,1280,1.298622,0.397776,1.9211
